"Title","Author","Shelved","Avg. Rating","Ratings","Year"
"O čertovi","Pavel Čech","2","4.47","78","2001"
"Opráski sčeskí historje anep fšichňi Zmikunďi národa. Příručka pro lajckou i otpornou veřejnozt","Jaz","2","4.27","230","2013"
"Diamonds of the Night","Arnošt Lustig","2","3.96","121","1958"
"Všeobecné Spiknutí","Egon Hostovský","2","4.18","17","1960"
"R.U.R. and The Insect Play","Josef Čapek","2","3.75","225","1961"
"Anděl na kolečkách","Miroslav Holub","2","3.91","22","1966"
"Legenda Emöke","Josef Škvorecký","2","3.61","137","1963"
"Lichožrouti","Pavel Šrut","2","3.97","272","2008"
"Hommage à Hrabal","Susanna Roth","2","4.0","4","1989"
"Tajemství proutěného košíku","Markéta Zinnerová","2","3.91","33","1978"
"Brouk Pytlík","Ondřej Sekora","2","4.06","48","1939"
"Kronika města Kocourkova","Ondřej Sekora","2","4.04","78","1971"
"The Metamorphosis, In the Penal Colony, and Other Stories: The Great Short Works of Franz Kafka","Franz Kafka","2","4.08","18412","1915"
"...a to mi nemůžete udělat","Jan Pelc","2","3.74","27","1993"
"Školák Kája Mařík III. díl","Felix Háj","2","4.0","74","1947"
"Hrdina Nik","Eduard Štorch","2","3.75","67","2004"
"Školák Kája Mařík II. díl","Felix Háj","2","4.0","85","nan"
"Školák Kája Mařík I. díl","Felix Háj","2","3.92","109","1990"
"Návrat starého varana","Michal Ajvaz","2","3.93","43","1991"
"La promesa de Kamil Modráček","Jiří Kratochvil","2","3.79","91","2009"
"Lásky hra osudná / Adam Stvořitel","Karel Čapek","2","3.1","10","nan"
"Dobrodruh","Konstantin Biebl","2","3.55","11","2008"
"Zelený svetr","Petr Hruška","2","3.83","47","2004"
"Názory na vraždu","Michal Viewegh","2","3.11","108","1990"
"Prima sezóna / Lvíče / Legenda Emöke","Josef Škvorecký","2","3.98","41","nan"
"Jan Cimbura","Jindřich Šimon Baar","2","3.83","30","nan"
"Nemodlenec","Karolina Světlá","2","3.0","12","1848"
"Běsné město","Dana Rusková","2","3.76","21","2012"
"Nemám žádné jméno","Dagmar Hilarová","2","4.11","99","1981"
"Boží duha","Jaroslav Durych","2","3.79","33","1969"
"Válka s mnohozvířetem","Vladimír Páral","2","3.72","72","1987"
"Džínový svět","Radek John","2","3.33","46","1980"
"Hochzeiten im Hause. Ein Mädchenroman","Bohumil Hrabal","2","4.33","3","1995"
"Psí zima","Petra Neomillnerová","2","3.62","209","2008"
"Smrt nebudeš se báti aneb příběh Petra Lébla","Radka Denemarková","2","4.44","18","2008"
"Gazdina roba","Gabriela Preissová","2","3.47","85","1889"
"Invalidní sourozenci","Egon Bondy","2","3.89","151","1974"
"Pantomima","Vítězslav Nezval","2","3.35","51","2004"
"Křivoklad","Karel Hynek Mácha","2","2.92","52","nan"
"Zazděná okna","Jiří Karásek ze Lvovic","2","3.63","19","1894"
"Splav","Fráňa Šrámek","2","3.38","61","1967"
"Měsíc nad řekou","Fráňa Šrámek","2","3.17","70","2006"
"Pohádky krve","Karel Toman","2","3.75","4","nan"
"Panychida","Vilém Závada","2","3.29","17","nan"
"Struny ve větru","Josef Hora","2","3.11","27","1938"
"Pracující den","Josef Hora","2","2.33","12","1922"
"Staré ženy","František Halas","2","3.87","54","1936"
"Noci chiméry","Viktor Dyk","2","3.75","4","1917"
"Zeměžluč","Jan Čep","2","4.44","9","nan"
"Nový Ikaros","Konstantin Biebl","2","3.69","29","1929"
"Světlem oděná","Jaroslav Seifert","2","3.9","20","1940"
"Torzo naděje","František Halas","2","3.58","84","1939"
"Hranice stínu","Jan Čep","2","3.72","25","1935"
"Havířská balada","Marie Majerová","2","3.09","32","1938"
"Periferie","František Langer","2","3.85","59","1948"
"Kulhavý poutník","Josef Čapek","2","3.53","51","nan"
"Lelio ; Pro Delfina","Josef Čapek","2","3.89","19","nan"
"Staročeské satiry Hradeckého rukopisu a Smilovy školy","Josef Hrabák","2","3.25","4","1947"
"Staročeské drama","Josef Hrabák","2","2.86","7","1950"
"Na statku a v chaloupce","Vítězslav Hálek","2","3.09","22","1871"
"Vyšehrad","Julius Zeyer","2","3.17","30","nan"
"Selské písně a české znělky","Josef Václav Sládek","2","3.06","48","1889"
"Divá Bára a jiné povídky","Božena Němcová","2","3.48","81","1997"
"Arabesky","Jan Neruda","2","3.67","43","1864"
"Ukřižovaná","Jakub Arbes","2","3.88","43","1876"
"Dekret kutnohorský","Josef Kajetán Tyl","2","3.73","11","1976"
"Pan Amanuensis na venku aneb Putování za novelou","František Jaromír Rubeš","2","3.31","13","1979"
"Oživené hroby","Karel Sabina","2","3.36","72","1977"
"Protichůdci","Václav Bolemír Nebeský","2","3.1","21","1941"
"Rukopis královédvorský","Unknown","2","2.48","29","nan"
"Největší z Pierotů","František Kožík","2","4.46","136","1972"
"Spisovatelé ve stínu","Jaroslav Med","2","4.25","4","1995"
"Pohorská vesnice: Povídka ze života lidu venkovského","Božena Němcová","2","3.66","38","1973"
"The Beggar's Opera","Václav Havel","2","3.96","89","1972"
"Ruce","Otokar Březina","2","2.86","43","1901"
"Ve stínu lípy","Svatopluk Čech","2","3.0","59","1879"
"Anebo","Viktor Dyk","2","3.14","7","1918"
"Tajemství RKZ","Miroslav Ivanov","2","4.5","4","nan"
"Horečka","Václav Hrabě","2","4.44","251","1994"
"Agent JFK 1. Przemytnik","Miroslav Žamboch","2","3.47","246","2005"
"Daleko od stromu","Zuzana Brabcová","2","4.04","23","1984"
"Cesta na Jávu","Konstantin Biebl","2","3.83","18","2001"
"Empty Streets","Michal Ajvaz","2","4.31","93","2004"
"Contemplation","Franz Kafka","2","3.62","1420","1913"
"White Book","Pavel Kohout","2","3.81","47","1970"
"Zápisky z blázince","Miroslav Macháček","2","3.91","32","1995"
"Nebe nemá dno","Hana Andronikova","2","4.06","141","2010"
"Pise'n O Litosti","Viktor Fischl","2","4.58","12","1981"
"Cesta do zaslíbené země: a jiné povídky","Ladislav Fuks","2","3.9","30","1967"
"Blues","Václav Hrabě","2","4.63","408","1999"
"Život v poklusu","Jaroslav Foglar","2","3.57","37","1997"
"Blaugast: A Novel of Decline","Paul Leppin","2","3.72","107","1984"
"V zámku a podzámčí a jiné povídky","Božena Němcová","2","3.29","268","1858"
"Helimadoe","Jaroslav Havlíček","2","3.82","76","1972"
"Bílý Potok","Jaroslav Rudiš","2","3.74","121","2003"
"Když duben přichází","Jaroslav Foglar","2","3.87","186","1944"
"Stroncium","Jiří Kulhánek","2","3.72","758","2006"
"Rub a líc","Jiří Voskovec","2","4.1","10","1937"
"Se žlutou hvězdou","Karel Poláček","2","2.83","6","1961"
"Kat a blázen","Jiří Voskovec","2","4.09","22","nan"
"Nechovejte se tu jako doma, příteli","Milan Kundera","2","4.2","107","2006"
"Poldík rumař","Vítězslav Hálek","2","3.15","27","1873"
"The Widow Killer","Pavel Kohout","2","3.7","422","1995"
"The Notebooks of Malte Laurids Brigge","Rainer Maria Rilke","2","3.97","8131","1910"
"Zatím dobrý","Jan Novák","1","3.38","149","2018"
"Zahrada","Petra Dvořáková","1","3.88","207","nan"
"Havířovina","Iva Hadj Moussa","1","4.21","19","nan"
"Devět dní","Zuzana Strachotová","1","3.85","142","2017"
"Selected Short Stories","Franz Kafka","1","4.09","977","1952"
"Slečna pokladní","Nina Hořínová","1","3.57","35","nan"
"Pralinky","Barbara Nesvadbová","1","3.39","31","2014"
"Bizarropolis","Kristina Haidingerová","1","4.25","4","nan"
"Kniha o Jizerských horách","Miloslav Nevrlý","1","4.62","16","1981"
"Chodící papiňák aneb řeči u tabule","Jan Vodňanský","1","4.33","3","1997"
"Mým domovem tichá je putyka","T.R. Field","1","4.0","3","nan"
"Větrné toulání v hedvábných časech","Miloslav Nevrlý","1","4.78","9","2014"
"Andykódy","Andy Bureš","1","4.83","24","nan"
"Lomikel a jiné zádrhele","T.R. Field","1","4.17","6","nan"
"Šípková růže","Vítězslav Nezval","1","3.0","3","1958"
"Válka s mloky","Karel Čapek","1","3.76","71","nan"
"Ale je hudba","Vladimír Holan","1","5.0","4","1996"
"Alespoň pár kapitol navíc","Amélie Salingerová","1","4.0","38","nan"
"Investigations of a Dog","Franz Kafka","1","3.09","3240","1922"
"Papírové domky","Jiří Klečka","1","3.9","10","2022"
"Díky za každé nové ráno","Halina Pawlowská","1","3.28","131","1994"
"Gryf, který neuměl létat","Tereza Janišová","1","4.04","27","2014"
"Cesta do blikajícího pekla","Šárka Medková","1","4.14","7","nan"
"Odposlechnuto v Praze 2","Zuzana Cinařová","1","3.77","13","nan"
"Alespoň prozatím","Amélie Salingerová","1","4.36","154","2022"
"1945","Jiří Padevět","1","4.09","32","2022"
"O zvědavém štěňátku","Iva Hercíková","1","4.5","26","nan"
"Zlomky nekonečna","Adelle R.","1","4.5","52","nan"
"Uprostřed","Martin Selner","1","4.21","57","nan"
"Mama milovala Gabčíka","Veronika Homolová Tóthová","1","4.51","170","2018"
"Průvodce literární hysterií 19. století","Karolína Zoe Meixnerová","1","4.5","109","2022"
"Všechny cesty vedou k válce","Vojtěch Boháč","1","4.91","22","nan"
"Ostrov duchů","Klára Wang Tylová","1","3.99","69","nan"
"Otroci sexu","Jan Janula","1","3.78","9","2010"
"Zpíváš jako bys plakala","Zuzana Kultánová","1","3.0","25","nan"
"Nikdo není sám","Petra Soukupová","1","4.09","215","nan"
"Podnik s nejistým koncem: Knižní rozhovor s Petrem Pithartem","Andrea Procházková","1","4.93","14","nan"
"Diários: 1909-1923","Franz Kafka","1","4.6","5","nan"
"Lada u ledu","Ema Labudová","1","3.37","133","2021"
"Všechno je jenom dvakrát","Michal Pribáň","1","3.87","45","2016"
"Paneláci 2: Historie sídlišť v českých zemích 1945–1989","Lucie Skřivánková","1","4.0","2","nan"
"Paneláci 1. - Padesát sídlišť v českých zemích","Lucie Skřivánková","1","4.33","3","nan"
"Lenost","Jiří Maršálek","1","3.77","13","nan"
"Slzy jsou jen pro holky","Lucie Zvěřová","1","2.75","87","nan"
"Gender před tabulí","Lucie Jarkovská","1","4.5","4","nan"
"Případ pro exorcistu","Michal Sýkora","1","3.5","60","2012"
"Copatá máma","Barbora Bečvářová","1","3.58","85","nan"
"Símka","Lucie  Hušková","1","4.17","95","nan"
"Ruská mafie","Jaroslav Kmenta","1","3.62","8","2022"
"Babišovo Palermo II","Jaroslav Kmenta","1","4.29","52","nan"
"Svědek na zabití","Jaroslav Kmenta","1","4.01","70","2010"
"Kmotr Mrázek III - Válka kmotrů","Jaroslav Kmenta","1","4.16","125","2009"
"Kmotr Mrázek II - Krakatice","Jaroslav Kmenta","1","3.93","162","2008"
"Kmotr Mrázek","Jaroslav Kmenta","1","4.29","238","2007"
"Velvet Revolutions: An Oral History of Czech Society","Miroslav Vaněk","1","3.88","26","2016"
"A","Pavel Čech","1","4.43","117","nan"
"Jak zničit církev","David Novak","1","3.67","3","2020"
"Divá Bára a jiné prózy","Božena Němcová","1","3.87","23","nan"
"Broučkovy pohádky","Jan Karafiát","1","3.4","5","1930"
"Co s námi bude? Stručná historie příštích 20 let","Milan Vodička","1","3.7","40","2014"
"Hovory S Janem Masarykem","Viktor Fischl","1","4.71","62","1991"
"Thrin: Zkáza Zaleronu","Vojtěch Kukla","1","3.0","2","2013"
"Proč jsme tak naštvané?","Šárka Homfrey","1","4.51","41","2022"
"Odkaz lidské mysli","Radek Starý","1","4.2","40","2022"
"Die Wolke","Gudrun Pausewang","1","3.69","3804","1987"
"Moderní sebeobrana","Jasmína Houdek","1","4.67","27","2022"
"Amáliina nehybnost","Kateřina Rudčenková","1","3.67","67","nan"
"Co vás v dějáku nenaučili","Markéta Lukášková","1","4.41","93","nan"
"Rodina ako tím","Jan Mühlfeit","1","3.0","2","nan"
"Vzpomínky na úhoře","Anna Cima","1","4.39","76","nan"
"Šepot z lesa","Kateřina Surmanová","1","4.17","87","nan"
"Adam Ondra: lezec tělem i duší","Adam Ondra","1","3.63","73","2019"
"Pekelný pastýř","Oskar Fuchs","1","3.28","25","2021"
"The Movement","Petra Hůlová","1","2.76","148","2018"
"Emil Běžec","Pavel Kosatík","1","4.1","145","2015"
"Love against all Reason: A European Woman Involved in the Kurdish Fight for Freedom in Iran","Helene Krulich-Ghassemlou","1","4.75","4","nan"
"Zabiju tě pro pár stovek","Ondřej Krotil","1","3.25","4","nan"
"Kriminalistické otazníky","Ondřej Krotil","1","3.0","2","2020"
"Bez vlasů","Tereza Drahoňovská","1","4.53","195","2020"
"Hodina lásky","Josef Topol","1","3.43","7","nan"
"Malka","František Švantner","1","3.79","102","1942"
"Horiaci vrch","František Švantner","1","4.33","6","1971"
"Zahrada mrtvých duší","Lukáš Boček","1","4.32","60","nan"
"Zamilujte se do angličtiny","Bronislav Sobotka","1","4.55","47","2021"
"Ruský týden","Frantisek Ringo Cech","1","3.97","35","2013"
"Náruživost","Josef Klíma","1","3.0","3","nan"
"Na vejminku","Vítězslav Hálek","1","3.45","11","1873"
"Pan učitel","Božena Němcová","1","3.32","68","1958"
"Tušení souvislosti","Ludvík Souček","1","3.78","45","1984"
"Tušení stínu","Ludvík Souček","1","4.12","48","1983"
"Kdo s koho","Lenka Blažejová","1","3.33","3","1999"
"Banánové rybičky","Halina Pawlowská","1","3.35","92","2000"
"Základy mužského šovinismu","Josef Hausmann","1","2.88","41","1996"
"Abc feminismu","Jana Valdrová","1","4.33","3","2004"
"Bez ohlávky: rozhovory","Jiřina Šiklová","1","4.17","12","2011"
"Deník staré paní","Jiřina Šiklová","1","3.83","23","2003"
"Kuchařka ze Svatojánu","Eva Francová","1","4.54","13","2014"
"Kuchařka ze Svatojánu - Zahrada na talíři","Eva Francová","1","4.0","2","nan"
"URBEX: Opuštěná místa v Čechách","Barbora Faiglová","1","4.17","12","2014"
"Naprostá šílenost","Tereza Kopecká","1","3.84","134","nan"
"Líný učitel: Cesta pedagogického hrdiny","Robert Čapek","1","3.71","7","nan"
"Líný učitel","Robert Čapek","1","3.91","32","nan"
"Stromy vypravují - příběhy o stromech a lidech","Marie Hrušková","1","3.5","2","nan"
"Dobrý pejsek pro kokínko přeskočí i přes hovínko: neslušné básničky pro chlapečky a holčičky","Hynek Vilém","1","2.75","4","2008"
"Čarodějův odkaz","Ondřej S. Nečas","1","3.88","26","2017"
"Jedenáct prezidentů","Libor Budinský","1","3.2","5","nan"
"Život se stromy","Marie Hrušková","1","3.0","3","nan"
"Můj stát : Putování s českým lvem za sedmi státními symboly","Martin Velíšek","1","4.33","3","nan"
"Nadané dítě - Jak mu pomoci ke štěstí a úspěchu","Monika Stehlíková","1","4.11","9","nan"
"Atlas světa pro děti","Oldřich Růžička","1","4.0","4","nan"
"Knížkový pejsek","Jiří Kahoun","1","3.0","3","nan"
"Život s vysokou inteligencí","Monika Stehlíková","1","3.95","74","nan"
"Anička Malířka","Eduard Petiška","1","4.1","21","1985"
"Anička a básnička","Eduard Petiška","1","3.47","19","1987"
"Růže z Jericha","Michaela Štěchová","1","3.81","37","2020"
"Mezinárodní marketing","Machková Hana","1","3.17","6","nan"
"Umění, kterému nikdo nerozumí","Jan H. Vitvar","1","4.42","66","2021"
"Dějepis I. v kostce pro SŠ - přepracované vydání","Marie Sochrová","1","3.67","3","nan"
"Dějepis 4 - Nejnovější dějiny","Jan Kuklík","1","3.0","5","2005"
"Dějepis pro střední odborné školy - České a světové dějiny","Petr Čornej","1","3.5","4","2008"
"Milá Mácho","Zuzana Gabrišová","1","4.0","4","nan"
"Ostrov","Bianca Bellová","1","3.2","61","2022"
"Bláhové psaní","Filip Topol","1","4.44","9","nan"
"The Vow: A Requiem for the Fifties","Jiří Kratochvil","1","4.5","2","2009"
"Hvězdy na cestě","Karin Krajčo Babinská","1","4.04","71","nan"
"Světla nad močálem","Lucie Ortega","1","3.82","237","nan"
"Labyrint pohybu","Pavel Kolar","1","4.2","374","nan"
"Planeta Země - Kruté místo k žití","Andor Šándor","1","3.75","24","2018"
"Honzlová","Zdena Salivarová","1","4.62","219","1973"
"Maxl žhář","Anna Strnadová","1","3.5","4","nan"
"Láska pro samouky","Barbora Šťastná","1","3.31","65","nan"
"Žil jsem jako pedofil","Janek Alexa","1","4.1","10","2002"
"Opravdové zločiny","Lucie Bechynková","1","3.66","259","nan"
"Morana Mařena","Jan Vojtko","1","4.0","6","nan"
"O mulo! Povídky o duchách zemřelých","Nikola Beljajevová","1","3.64","11","2019"
"Arizona","Jaroslav Jan Paulík","1","4.2","5","1968"
"Ještě není konec","Michal Sýkora","1","3.9","73","2016"
"Husitský král I. -Výjevy velkého dramatu","Alois Jirásek","1","5.0","2","nan"
"Lidé z maringotek","Eduard Bass","1","3.33","12","1966"
"Návrat mistra","František Niedl","1","4.13","55","2013"
"Malá skleněná gilotinka","Eduard Bass","1","3.8","5","1999"
"Cirkus Humberto II","Eduard Bass","1","3.92","12","2000"
"Ďáblova čísla","Vlastimil Vondruška","1","3.67","6","nan"
"Manželské zrcadlo","Vlastimil Vondruška","1","4.0","15","nan"
"Cesty rytířů","František Niedl","1","4.38","26","nan"
"Já, rytíř","František Niedl","1","3.96","24","2020"
"Mstitel z Jenštejna","Vlastimil Vondruška","1","3.46","28","2019"
"Pach krve","František Niedl","1","4.13","31","2019"
"Rozervané království","František Niedl","1","4.14","37","2018"
"Jíčínské pole mrtvých","Vlastimil Vondruška","1","3.13","118","2018"
"Království meče","František Niedl","1","4.02","42","2017"
"Ve službách mocných","František Niedl","1","4.04","48","2017"
"Dobronínské morytáty","Vlastimil Vondruška","1","3.3","141","2017"
"Růže a lev","František Niedl","1","3.98","55","2016"
"Rytíři z Vřesova","František Niedl","1","3.99","68","2016"
"Krajina nočních jezdců","František Niedl","1","4.3","47","2015"
"S vlčí hlavou v erbu","František Niedl","1","4.08","52","2011"
"Čtvrtý králův pes","František Niedl","1","3.98","82","2006"
"Pavoučí síť","František Niedl","1","4.46","57","2013"
"Čas vlků","František Niedl","1","4.25","59","2008"
"Platnéř","František Niedl","1","4.38","66","2012"
"Letopisy královské komory VI","Vlastimil Vondruška","1","3.37","140","2011"
"Letopisy královské komory IV","Vlastimil Vondruška","1","4.05","151","2009"
"Osmanský tábor","Vlastimil Vondruška","1","3.36","147","2012"
"Letopisy královské komory II","Vlastimil Vondruška","1","4.65","162","2007"
"Případ plzeňských mordů","Vlastimil Vondruška","1","3.14","7","1995"
"Morový testament","Vlastimil Vondruška","1","3.88","8","nan"
"Královražda na Křivoklátě","Vlastimil Vondruška","1","4.24","17","nan"
"Pomsta bílého jednorožce","Vlastimil Vondruška","1","3.91","33","nan"
"Právo první noci","Vlastimil Vondruška","1","3.86","43","2019"
"Duch znojemských katakomb","Vlastimil Vondruška","1","3.48","56","2019"
"Dračí náhrdelník","Vlastimil Vondruška","1","3.2","155","2018"
"Vzpoura goliardů","Vlastimil Vondruška","1","3.24","158","2017"
"Osudný turnaj","Vlastimil Vondruška","1","4.12","8","nan"
"Nitranská brána smrti","Vlastimil Vondruška","1","3.33","159","2016"
"Za časů Vladislava Jagelonského","Vlastimil Vondruška","1","3.95","110","2018"
"Mezi proudy III. Do tří hlasů","Alois Jirásek","1","2.75","4","1890"
"Mezi proudy II. Syn ohnivcův","Alois Jirásek","1","4.0","3","1888"
"Mezi proudy I. Dvojí dvůr","Alois Jirásek","1","3.33","3","1886"
"U nás IV. - Zeměžluč","Alois Jirásek","1","2.67","3","1903"
"U nás III. - Osetek","Alois Jirásek","1","3.33","3","1902"
"U nás II. - Novina","Alois Jirásek","1","3.0","2","1973"
"U nás I. - Úhor","Alois Jirásek","1","3.0","2","1897"
"Otec","Alois Jirásek","1","3.83","6","1954"
"Za časů krále Václava IV.","Vlastimil Vondruška","1","4.44","318","2014"
"Poklad: Historický obraz z 18. století","Alois Jirásek","1","3.6","5","1934"
"Skaláci","Alois Jirásek","1","3.2","10","1974"
"Vojnarka","Alois Jirásek","1","3.73","15","1890"
"Blouznivci našich hor","Antal Stašek","1","3.33","3","1896"
"Temno","Alois Jirásek","1","4.07","30","1914"
"Proti všem","Alois Jirásek","1","3.94","17","1893"
"Skály","Alois Jirásek","1","3.86","7","1969"
"Psohlavci","Alois Jirásek","1","3.45","117","1884"
"Případ Toman","Milan Krčmář","1","4.5","2","nan"
"Bezejmenní","Milan Krčmář","1","4.6","5","nan"
"Bílá vydra na hranici lesů","Josef Kutík","1","3.0","3","nan"
"Bílá vydra u Bobří hráze","Josef Kutík","1","4.33","3","nan"
"Bílá vydra na vlčí stezce","Josef Kutík","1","4.0","2","nan"
"Bílá vydra v záloze","Josef Kutík","1","4.0","4","nan"
"Bílá vydra na stopě","Josef Kutík","1","4.33","3","nan"
"Návrat Bílé Vydry","Josef Kutík","1","4.0","2","nan"
"Bílá vydra","Josef Kutík","1","4.5","6","nan"
"Balada z černýho asfaltu","Josef Kutík","1","4.0","2","1973"
"Jako v nebi, jenže jinak: Nová setkání se samotáři z Čech a Moravy","Aleš Palán","1","4.21","267","2019"
"Revoluce","František Kotleta","1","3.88","158","nan"
"Válkotvůrci","František Kotleta","1","3.68","77","2011"
"Stalingrad","František Kotleta","1","3.78","143","2019"
"Poutník z Mohameda: Alláhův hněv","František Kotleta","1","4.03","123","2019"
"Lovci","František Kotleta","1","3.79","314","2015"
"Pán hor","Kristýna Sněgoňová","1","3.77","70","nan"
"Aga","František Kotleta","1","4.33","92","nan"
"Rudý vrabčák","František Kotleta","1","3.99","111","nan"
"Země v troskách","Kristýna Sněgoňová","1","4.14","56","nan"
"Šprti a frajeři","Kristýna Sněgoňová","1","3.93","127","nan"
"Město v oblacích","Kristýna Sněgoňová","1","4.07","110","2020"
"Poslední tango v Havaně","František Kotleta","1","3.82","198","2018"
"Velké problémy v malém Vietnamu","František Kotleta","1","3.58","300","2016"
"Perunova krev 2","František Kotleta","1","3.98","288","2014"
"Řetězová reakce","František Kotleta","1","3.8","211","2018"
"Rázová vlna","František Kotleta","1","3.8","427","2017"
"Kdo zabil Snížka?","Petra Soukupová","1","3.95","250","2017"
"Poločas rozpadu","František Kotleta","1","3.83","475","2017"
"SPAD","František Kotleta","1","3.82","709","2016"
"Muž pod vlastním dohledem","Ivan Kraus","1","3.8","10","nan"
"Muž na vlastní křižovatce","Ivan Kraus","1","4.0","7","nan"
"Muž na vlastní stopě","Ivan Kraus","1","4.0","10","nan"
"Kdybys nebyla, vymyslím si tě","Ivan Kraus","1","3.53","17","2005"
"Nejchytřejší národ","Ivan Kraus","1","4.0","8","1994"
"Kůň nežere okurkový salát","Ivan Kraus","1","3.07","15","2000"
"Rothschildova flaška","Petr Šabach","1","3.55","85","2015"
"Čtyři muži na vodě aneb Opilé banány se vracejí","Petr Šabach","1","3.76","79","2005"
"Číslo do nebe","Ivan Kraus","1","4.36","56","1984"
"Jak potopit Austrálii","Petr Šabach","1","3.65","121","1986"
"Zvláštní problém Františka S.","Petr Šabach","1","3.71","112","1996"
"Tajemství","Radka Třeštíková","1","3.83","272","nan"
"Operace Stonewall","Jiří Šulc","1","3.83","29","2011"
"Operace Bruneval","Jiří Šulc","1","4.05","39","2008"
"Mosty do Tel Avivu","Jiří Šulc","1","4.48","73","2010"
"Fotbalové deníky","Jiří Hájíček","1","3.43","47","2007"
"Drak spí","Michaela Klevisová","1","4.27","297","nan"
"Gump - Pes, který naučil lidi žít","Filip Rožek","1","4.12","531","nan"
"Sněžný měsíc","Michaela Klevisová","1","3.97","211","2019"
"Zmizela v mlze","Michaela Klevisová","1","3.84","230","2017"
"Ostrov šedých mnichů","Michaela Klevisová","1","3.78","187","2015"
"Čekání na kocoura","Michaela Klevisová","1","3.7","104","2012"
"Zlodějka příběhů","Michaela Klevisová","1","3.81","230","2009"
"Italské prázdniny","Jan Werich","1","4.01","146","1960"
"U Veliké řeky","Eduard Štorch","1","4.25","12","nan"
"O Děvín a Velehrad","Eduard Štorch","1","3.33","3","1939"
"Zastavený příval","Eduard Štorch","1","4.0","5","1940"
"Zlomený Meč","Eduard Štorch","1","3.95","21","1932"
"Čarodějův učedník","Eduard Štorch","1","2.83","6","2007"
"Minehava","Eduard Štorch","1","3.86","74","1988"
"Volání rodu","Eduard Štorch","1","3.74","65","1976"
"Panenství","Marie Majerová","1","3.8","10","nan"
"Obrazy z dějin národa českého","Vladislav Vančura","1","3.51","41","1939"
"Bruno","Marie Majerová","1","3.64","11","1930"
"Kat","Martin Moudrý","1","3.6","116","2004"
"Kříže","Jiří Kulhánek","1","3.94","543","2000"
"Temný prorok","Jiří Kulhánek","1","4.07","660","2000"
"Hardcore","Jiří Kulhánek","1","4.16","669","1999"
"Cynik","Jiří Kulhánek","1","4.32","806","1997"
"Dobrák","Jiří Kulhánek","1","4.34","882","1996"
"Noční klub II","Jiří Kulhánek","1","4.5","1625","2003"
"Muž se psem","Zdeněk Jirotka","1","3.92","132","1944"
"Historie Svorné sedmy","Jaroslav Foglar","1","3.46","67","1990"
"Albatros","František Flos","1","4.5","2","nan"
"Útěk ze zajetí","František Flos","1","4.5","2","1929"
"Supové Atlasu","František Flos","1","3.0","3","1968"
"Lovci orchidejí","František Flos","1","3.86","14","nan"
"Lovci kožišin","František Flos","1","4.0","14","1934"
"Pacientka doktora Hegla","Marie Pujmanová","1","3.06","17","nan"
"Ljudi na raskrsnici","Marie Pujmanová","1","3.6","5","1956"
"Černý Petříček","Karolina Světlá","1","3.53","58","1949"
"Vesnice","Kristýna Trpková","1","4.1","63","2022"
"The Great Didactic of John Amos Comenius;","Jan Amos Komenský","1","4.26","97","1630"
"Stanice odložených lásek","Hana Marie Körnerová","1","3.97","34","2011"
"Przygody dobrego wojaka Szwejka podczas wojny światowej. Tom I i II","Jaroslav Hašek","1","4.09","322","nan"
"Na lovu kvizonů","Jakub Němeček","1","4.33","21","nan"
"Chaloupky","Štěpán Javůrek","1","3.48","71","nan"
"Továrna na maso","Miloš Urban","1","3.27","41","2022"
"Americké prázdniny","Jiří Fišar","1","3.6","5","nan"
"Hniloba v kořenech","Theo Addair","1","3.57","49","nan"
"Nevidím ani tmu: Rozhovory o naději","Aleš Palán","1","4.22","96","nan"
"Děti nového věku","Jana Štrausová","1","4.2","10","nan"
"Deník holky z lékárny","Martina Lachnittová","1","3.62","21","2022"
"The Last Wish","Andrzej Sapkowski","1","4.14","302872","1993"
